,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,total_spent,geolocation_lat,geolocation_lng,spent_rate
40519,44a22a3351d7f1bb3d337d1be11b41fb,18072,sorocaba,SP,101.98,-23.42932935268456,-47.50644636159242,med
63574,b671787abb44da1cbc5def0470983edc,18075,sorocaba,SP,58.5,-23.47875410713256,-47.4679305,med
45350,bd42d532ddbf900a277d9e7b8f591640,12310,jacarei,SP,93.0,-23.30228912323382,-45.94909852611922,med
55964,357a030b51ff1ba4ed61de5ec4c59569,1532,sao paulo,SP,69.9,-23.572060847625384,-46.636136837497816,med
41108,ff49569c47039afb2424f276d9071368,7243,guarulhos,SP,99.99,-23.434701180163835,-46.40890359008191,med
39532,f3a02cb603356fb5d28f321074c6a58b,13343,indaiatuba,SP,105.9,-23.102451439638717,-47.20594429294824,med
46077,a58244ef7d22d3ee4ead98be7381299d,2720,sao paulo,SP,89.99,-23.50097483243237,-46.67359346270272,med
36128,6b44ef4c4a50d85e5f74552882776352,13301,itu,SP,116.0,-23.25803550268717,-47.29417635508712,med
51441,0151cf157e4682357e62be311f4823b7,92410,canoas,RS,79.9,-29.898716481245444,-51.16985096863638,med
56031,bf4d9aa2cdf387b99f3cd0018ace43de,71926,brasilia,DF,69.9,-15.844322036240426,-48.02590214571617,med
37748,a5995073c37303b62da4ae07928f0688,84060,ponta grossa,PR,110.0,-25.10028868526743,-50.21000605078199,med
40156,78d2387fac855bae2dc8d728314d7b65,27274,volta redonda,RJ,104.0,-22.510187815768216,-44.12857570251714,med
43156,b7ec5031566744cf5cc6b396f8ae4cf6,88020,florianopolis,SC,99.0,-27.59598577448037,-48.54618547457063,med
55574,22b3de1af1257c2c46e1311ae8fc2dde,13045,campinas,SP,69.99,-22.92841942957608,-47.03706900304376,med
57207,a48dc9ff5e16f55336756967c43d7431,37004,varginha,MG,69.9,-21.555365756683145,-45.4286114519794,med
63696,e64269d4e5997521884e61069f671fc8,14930,boa esperanca do sul,SP,58.0,-21.998055203292065,-48.38377561011862,med
63657,7f5ca6db206dc7ac57bc1407b077a55b,42850,dias d'avila,BA,58.0,-12.612785254478522,-38.30880282506203,med
46796,d2e105de450ecdd44aa478f79c90333e,4134,sao paulo,SP,89.9,-23.60757354815625,-46.62252191756594,med
35753,916792a184efb5fb9fb04406a4e174b3,6786,taboao da serra,SP,117.9,-23.62213118007229,-46.80837838505422,med
53485,98ee363e6072583fdc54881c8bb7f67e,21853,rio de janeiro,RJ,76.0,-22.86908832802572,-43.50623231028202,med
50831,ae3bd7bce9fbc6cd1ed1dc06aa79a36e,95890,teutonia,RS,79.99,-29.513654924818667,-51.810979665661065,med
63480,ceb89b6044ff901055a2e001ab43ba78,6414,barueri,SP,58.9,-23.495901469908656,-46.87468669635919,med
58155,81bee27acd561903193b1ecb95ed9491,4364,sao paulo,SP,67.9,-23.651760091032397,-46.67056245669116,med
52931,90cff256277583b951f72c0d7fd4ade2,13225,varzea paulista,SP,78.0,-23.221738357943583,-46.8463421029226,med
39515,34efb331e04129d797481d96ad871954,26900,miguel pereira,RJ,105.9,-22.44974379200504,-43.47433038872875,med
60049,f0a16779a7adc4efb88a1a329b15474b,31170,belo horizonte,MG,61.9,-19.881438098245752,-43.91679121149515,med
47043,a9ab74fb1f68a684f04a5f812efa4e4f,50875,recife,PE,89.9,-8.100864891071334,-34.931627047889144,med
40980,f92e66c00c3a7c1e1864cbf1229fe574,74280,goiania,GO,99.99,-16.716108000723914,-49.27434579362765,med
42632,482a764d44101482681d5a4fe25c99c2,13467,americana,SP,99.88,-22.78001467637804,-47.3518002860981,med
52142,1592afd17b2f35f2cd7c93c1144923db,85960,marechal candido rondon,PR,79.08,-24.549059297396184,-54.05157641917936,med
43822,5665449e344193306b2b2c930e7c5ded,1544,sao paulo,SP,98.9,-23.576922503462445,-46.622911919095145,med
61463,9e780269cf61547c13823805f8cd11ec,9771,sao bernardo do campo,SP,59.9,-23.707328035575863,-46.53661757455686,med
37710,67986fdf636d810d9a9e940f22e027fd,88520,lages,SC,110.0,-27.797601266099058,-50.2928678370159,med
55957,2184504da0a52f372cc446a8ecb006c8,3112,sao paulo,SP,69.9,-23.55712803497028,-46.6045297013676,med
53336,ad1d97ae7b11b3578425bce235b34058,99950,tapejara,RS,76.9,-28.071152747663124,-52.01215595312689,med
34397,fcbcdff7cf8a3d3291f4526436df9227,87111,sarandi,PR,119.9,-23.45643088849288,-51.86636940192774,med
34662,087a52a100e1563c3086c0bd2e0542ee,36010,juiz de fora,MG,119.9,-21.76282506633389,-43.34295644532287,med
58854,dc2614eb286553368ee7b6cab3dbfd70,9380,maua,SP,65.0,-23.62698749235395,-46.47787233527612,med
38080,5e652c34270c948f1d1b98b66481811a,4321,sao paulo,SP,109.9,-23.64518277768481,-46.64275852192855,med
41306,fbb12d5820cbb7afc51e9d1183406005,3626,sao paulo,SP,99.99,-23.51445729586243,-46.50788804801201,med
59090,089e0b8881ba4daa4ead7b2332dd16fa,4426,sao paulo,SP,64.99,-23.68496570160418,-46.645837491301336,med
33913,ca25bed61a47a59c6d20baaec03e2b75,89287,sao bento do sul,SC,119.99,-26.24064764899593,-49.392258941532816,med
53871,a56fb3740bee7befeddf19d8fd38b374,95110,caxias do sul,RS,75.0,-29.184320575640843,-51.23000145931209,med
40695,1db732151d934ac1075ad87efd82a697,6422,barueri,SP,100.0,-23.518515212070696,-46.89450998264022,med
59372,6f97c9434dab50e4e422e0531faf7650,60810,fortaleza,CE,64.9,-3.7714253019960218,-38.4991709711858,med
33037,445303938ffc592a9c9db7dacb942a25,13465,americana,SP,122.9,-22.74703919816495,-47.34322030252755,med
56300,fde7734e6d16bc042442d8517beeb835,1501,sao paulo,SP,69.9,-23.5519314837556,-46.63569089731083,med
54578,b8af380cccbbf4267ac8382081383225,83604,campo largo,PR,73.0,-25.475842610773128,-49.57274029276336,med
34143,a32a5ca176d5ac5357e6de795f49ecb0,6654,itapevi,SP,119.9,-23.538289102900915,-46.9265911416677,med
43973,a59fb29abf279cac3c8777a5e7d3da24,15080,sao jose do rio preto,SP,98.0,-20.833311110937743,-49.36862869325508,med
59661,abcda22c8d3868d042053fd7dd63e0d6,8533,ferraz de vasconcelos,SP,64.0,-23.54657442460024,-46.38163822619929,med
51961,7b7083ce4386a6c716311a0e156bc56e,13211,jundiai,SP,79.9,-23.179889672043977,-46.928510109318665,med
46854,dc2a7310affa23d52c045d14007f908a,3181,sao paulo,SP,89.9,-23.55888611989353,-46.58187431508816,med
59388,31b9765a88ef50ccd457bb40491c4fbf,45160,belo campo,BA,64.9,-15.038867068690836,-41.26035878896956,med
58678,5b540c6a8886384d1772215e6a189804,79621,tres lagoas,MS,65.9,-20.81637738288905,-51.71240724866066,med
46528,1ee5b0e26a2fbd9a4c52d1137e55ff9d,69380,bonfim,RR,89.9,3.358232038406536,-59.82905657641652,med
47641,98d82fd3e5e584fb89d85e1a65edf10a,88905,ararangua,SC,89.8,-28.940206653026983,-49.49045112356796,med
41847,a03915d727574e12db46491f7c65e049,58540,sume,PB,99.9,-7.667585677725116,-36.88076378672802,med
57615,daa2a36c2b5d54c17e142e7f45b53674,9910,diadema,SP,69.0,-23.686744432136894,-46.62957957175823,med
52839,cbe25a905d6b8b23fed683a7302f654d,81240,curitiba,PR,78.0,-25.473152975849757,-49.3401535732588,med
60190,1ea68e64acf2c139dfb05f7f10783ca0,8615,suzano,SP,61.0,-23.54736980354735,-46.30311358926496,med
50147,73583b6d8dd288a75e32766d0e532a4c,17890,junqueiropolis,SP,82.49,-21.51865436309028,-51.43460140551366,med
45677,17029a65a832ac0a58da6ef9df2fa900,4524,sao paulo,SP,90.99,-23.599634741329545,-46.6603591434878,med
39968,d5a41b2df23f0262b667fc710a05a8ab,13386,nova odessa,SP,104.9,-22.799795282931704,-47.30314074414456,med
60085,51c408ce2985ce922befa28d94855a84,24360,niteroi,RJ,61.9,-22.92080861944341,-43.09368761944342,med
32687,6dae5d77024d11f86a9ad1302ad6d688,7159,guarulhos,SP,123.49,-23.383265594235034,-46.40537509893825,med
40420,9ea42707dbe037f4bb647720c5165939,7995,francisco morato,SP,102.9,-23.29491024578862,-46.72683919708456,med
60530,53ab54b5ebf51945d24a70cd1f65f188,21040,rio de janeiro,RJ,59.99,-22.85162121429074,-43.25132808523804,med
51841,39e99ddb5ae1904f14cf42243a6641d4,93510,novo hamburgo,RS,79.9,-29.684009472963563,-51.128338877236175,med
57326,2580a5868f26b306e707058cf9cb2761,18706,avare,SP,69.5,-23.09312904302037,-48.925506467943904,med
60376,cb62e99d50d6417e5e9ab9a5631ab29b,8020,sao paulo,SP,60.0,-23.50663459838998,-46.442126210658415,med
54699,41242ec0f3a3e4e4af970d5564955620,14055,ribeirao preto,SP,72.9,-21.1575781634253,-47.81743621509692,med
61627,fb08731fcd69d0cc9cc2c730e5aa8691,6454,barueri,SP,59.9,-23.49317067158778,-46.847466200289865,med
52505,aadf83824486feb65633560b646dd7de,13720,sao jose do rio pardo,SP,79.0,-21.592175195884263,-46.89389599036144,med
51987,f63805d9c7edb84d92413af34b86a39c,5821,sao paulo,SP,79.8,-23.666423029141896,-46.75327763128279,med
45117,d6db3091e8c13023bf1e6d367b8c0847,89618,monte carlo,SC,94.5,-27.13059033944621,-50.93868163058895,med
43331,8a5ebddd26a21185101e42434d23de7f,4746,sao paulo,SP,99.0,-23.66072976183469,-46.70779649423597,med
61882,e95ef6a47525b391cd55b011dc44a3eb,18935,espirito santo do turvo,SP,59.9,-22.69714428052249,-49.433427048899816,med
52227,2d4f96ad229b711b7d47aa64e3733fda,15150,monte aprazivel,SP,79.0,-20.7679005843988,-49.71138311138122,med
62220,6fa4a159538a27ea01aebaf6b8181967,11070,santos,SP,59.9,-23.961812938897538,-46.34427982528125,med
45481,be17c303c3fe82b7a59afd7487a8aa6f,13350,elias fausto,SP,92.0,-23.045485430713946,-47.37933912085125,med
42971,88aab8e23cbdfef723eacac5a1c42aeb,31744,belo horizonte,MG,99.0,-19.81150197945644,-43.94314334776961,med
46773,da0dbac492368d9e11797682413227cf,71015,brasilia,DF,89.9,-15.825499262113878,-47.98823901541496,med
55963,7c9b935f3b97a9c5ef678418932ae8e8,20080,rio de janeiro,RJ,69.9,-22.90109527728077,-43.18255872869183,med
33714,be0606f39c5d49fbc9ca5192e174a4b3,35182,timoteo,MG,119.99,-19.57988226206472,-42.64592409589202,med
40105,66c1d71ccf7e22a3ee364f5ef41db8a2,50750,recife,PE,104.53,-8.06375431779098,-34.90148058756994,med
44272,f9593d15ce4965037a9ac924dcb98f30,11930,pariquera-acu,SP,97.65,-24.72923631512427,-47.8751448746274,med
44853,abb30df339614118b0728ba40e31780e,5882,sao paulo,SP,95.0,-23.683086209273448,-46.78696567415893,med
59611,0b3ea22a9c32f9c1ef2684e5c981e9ea,4742,sao paulo,SP,64.49,-23.650419321945925,-46.69840379822837,med
42996,47b029a2d93bc6f8755433071c2df879,60356,fortaleza,CE,99.0,-3.7353255087425623,-38.58773502178432,med
50562,158b13232925f51fed4036c51f4dfcab,1322,sao paulo,SP,79.99,-23.564189902302505,-46.64356963725542,med
62848,42219828c7f1f7a96ea1053dfbd44a3e,4851,sao paulo,SP,59.0,-23.75344503818654,-46.66921268496448,med
40563,fa6ba6a7ed508e83b19a083d987a7d35,18207,itapetininga,SP,101.19,-23.59969949456289,-48.06179358650231,med
41235,c65313f0613e1292047eca9a86fdb0a1,98960,santo cristo,RS,99.99,-27.81562109697292,-54.66923595165062,med
33483,bcb28b30f734df53722b6bcc4ea0c521,1531,sao paulo,SP,120.0,-23.570124170696488,-46.63265515860704,med
46486,c92c36470d52540291f4c29068fb7418,29700,colatina,ES,89.9,-19.52617980963218,-40.61726008378408,med
54949,8da4f8884cb807a1a95dce688436b0ba,90430,porto alegre,RS,71.8,-30.03327,-51.20423325688145,med
43380,a20c851e6434f1e7b943de9d1c2956d6,22641,rio de janeiro,RJ,99.0,-22.988173022765267,-43.30494658630055,med
61747,c73515a015883160776b8181a133567d,89930,sao jose do cedro,SC,59.9,-26.453916287246614,-53.49277989045533,med
59288,a0b06f848b718a8b6447be5d8b0d9c36,9060,santo andre,SP,64.99,-23.656293518994904,-46.55412213733605,med
46231,351c545c8cb9413b9d24d1e18c7da574,21046,rio de janeiro,RJ,89.99,-22.86702243075192,-43.23613113918864,med
56192,ef29319e9bf960c436e9a2d94a9e4193,37690,sapucai-mirim,MG,69.9,-22.75017637723857,-45.74573438619286,med
55426,eb5f82d4beccf79353cb399cedb8707e,2878,sao paulo,SP,69.99,-23.450662163194657,-46.68685226741304,med
51622,33487182924ebe6674a18046b8d94c4b,73252,brasilia,DF,79.9,-15.687127618933868,-47.8263635190533,med
61232,6ae6421840d3deca0a99c0d2c6d95b32,35500,divinopolis,MG,59.9,-20.146615317146374,-44.892591683425806,med
49865,bc02a06ff7438f1c8247554ce5035faf,22250,rio de janeiro,RJ,83.99,-22.938518021928537,-43.17619539800332,med
43353,34e7f65257e2109e4668e94403ac0f89,36015,juiz de fora,MG,99.0,-21.75964925062038,-43.353198256592975,med
49629,5b7c20814ae74358529fcfed762106d5,24804,itaborai,RJ,84.9,-22.752574304555985,-42.85527099986377,med
58750,ef5f99fa803762d909efc117e08c4a4e,13486,limeira,SP,65.8,-22.568907864569766,-47.37619564683011,med
45307,b3fb415f8a02ee0f55ddb4f4ca9df2fe,68555,xinguara,PA,93.33,-7.104100400330701,-49.941492702113344,med
39491,8c6b988947e2b4e81b8a6b0cbb797f2b,7132,guarulhos,SP,105.99,-23.43615246572221,-46.51710112461768,med
39098,ba56ffd32142f42c44f18beab89aae6b,13178,sumare,SP,108.0,-22.800362898695823,-47.21833340077328,med
61144,aeaa630606c8233521e8f80411f82f5c,9195,santo andre,SP,59.9,-23.675037359389663,-46.524784094929146,med
56250,e4bb330e4e0967e8cdd333d1e8b1df2f,6700,cotia,SP,69.9,-23.618364275958324,-46.94004136202083,med
53165,4a696a2f8119d6c40751159a1a460d66,28470,santo antonio de padua,RJ,77.94,-21.53063424894017,-42.19299779303212,med
58357,f8805aff447b80e0e4484abd71d10273,86410,ribeirao claro,PR,66.99,-23.200076362705648,-49.76113894397601,med
58524,1c4531b533d17f3b316de441268e513c,4812,sao paulo,SP,66.2,-23.7119191917883,-46.68725184540367,med
42569,3562599b97f4ddc436ecccddfdd95d54,22431,rio de janeiro,RJ,99.9,-22.98193586539897,-43.22428066457964,med
40873,7fbe2666270ae3bee3dc37847b15afaf,94930,cachoeirinha,RS,99.99,-29.91836557306762,-51.10041765990425,med
47313,67eaa1bab02626918a70a42099098214,8490,sao paulo,SP,89.9,-23.56613158673322,-46.40933117430316,med
62745,4b7485f738a6b25ccbe5ef32171e82e2,12247,sao jose dos campos,SP,59.55,-23.26576982024265,-45.912724345959454,med
44063,753706ca8717a3e33b70c26ed26cb87d,63490,jaguaribara,CE,98.0,-5.453583981678744,-38.46299838290441,med
51953,9cf3110cfa08505bcd639a93048fe8dd,76974,espigao do oeste,RO,79.9,-11.52167206485777,-61.01306348804001,med
39372,3d9a62d9ff035daaccfa893766a92de3,11523,cubatao,SP,106.9,-23.88354142435058,-46.41987848181889,med
61309,efafdbc8cc9e64a4fdaa7c3089e3e2de,2943,sao paulo,SP,59.9,-23.4764907485429,-46.72496826242136,med
39542,9bb02438076264045b4fca4a0b998b98,78320,juina,MT,105.9,-11.418759603270525,-58.77167173409165,med
41759,e15512b4dd34095c4d8a1cb1c38766d8,13330,indaiatuba,SP,99.9,-23.089034640573622,-47.21441923786709,med
34501,e6917a0b32367d6fa91cffb4c0faee07,23970,paraty,RJ,119.9,-23.226942512091888,-44.72617217705374,med
56280,06caeb75009153db427a6098d7974115,84268,telemaco borba,PR,69.9,-24.32109582323217,-50.63847165883765,med
44220,55442d4546e0a75dc8c38e90be43565c,71015,brasilia,DF,97.9,-15.825499262113878,-47.98823901541496,med
34954,01561f92006fd3ba8a8a4246b7f38101,2721,sao paulo,SP,119.8,-23.501464072162264,-46.67349915889548,med
36054,074508b4cb581cbc9aa412a6d82b9021,93035,sao leopoldo,RS,116.9,-29.787684884440413,-51.13421625687577,med
59440,463b274f7ab4cac3b894531a03a7afa1,97105,santa maria,RS,64.9,-29.711717453854856,-53.716523831178186,med
48852,4d6ca53037b523badc95efcb1c6bc8f1,89202,joinville,SC,86.0,-26.313496554532893,-48.84862528282071,med
43495,bd046849ab847b5fc7961f8f4ba968bc,29154,cariacica,ES,99.0,-20.31283138642102,-40.393325333793626,med
54217,8a03c2f7629a4a8a6ab40525b7179ff2,20550,rio de janeiro,RJ,74.9,-22.923980497085807,-43.22589028129148,med
51030,fc76c3f19ceca5aeb9821342122e276d,8452,sao paulo,SP,79.9,-23.53930161993744,-46.39311345476973,med
47177,81f76e184edb5493e35679a024d09e23,26155,belford roxo,RJ,89.9,-22.717835733663176,-43.404118170334094,med
35340,ceb8b329e744b3e8982e6f9d51269ed3,24230,niteroi,RJ,119.0,-22.911270381614717,-43.10515133611283,med
37138,eafe99c0586026629750b5c6a976dc12,22790,rio de janeiro,RJ,111.9,-23.01133469499096,-43.45025641534424,med
40277,489d5ab0a3e3ae531f9efa5677878509,11340,sao vicente,SP,103.97,-23.96130685036886,-46.3950951872383,med
50724,529a8faa9d37064b655b398164e4fda7,5030,sao paulo,SP,79.99,-23.541074779906506,-46.69219306549716,med
38078,ccd3ff872756bebf09119ca802121ccd,31844,belo horizonte,MG,109.9,-19.836890499647936,-43.91622823669364,med
43251,153d5632321e12f7744e1c258d553167,18076,sorocaba,SP,99.0,-23.46237169747245,-47.47117224424374,med
38015,c023bcf1177170182cfc1ac352129f55,75901,rio verde,GO,109.9,-17.791609941378447,-50.93351384538391,med
60066,801d8cb0dfd3a8000f08987e46890a84,27920,macae,RJ,61.9,-22.409683946328137,-41.80872105441502,med
63180,7e6aabeda3743baf029985e6d4e8cb83,71710,brasilia,DF,59.0,-15.875505402861275,-47.979364692634334,med
33995,8c6957aedc2947857ce35de20f665290,83709,araucaria,PR,119.99,-25.61138949693849,-49.36969938375004,med
41643,0c39970502d35f74161699d314799a15,30520,belo horizonte,MG,99.9,-19.94290708159733,-44.020034873997325,med
39738,9d7dd3da22e28d7941a5c82bc3ce25bd,96211,rio grande,RS,105.0,-32.04232063459594,-52.12953397213267,med
59398,e4f516fb2100be18a38dbc6328974f29,7044,guarulhos,SP,64.9,-23.48032754593456,-46.55338010352588,med
52296,f6f8020bc407845a385390e6c0b194d3,84640,bituruna,PR,79.0,-26.15574248986108,-51.56711222294422,med
47873,8da4257624e455b4ade5076f589bf3c3,8577,itaquaquecetuba,SP,89.0,-23.48262344063541,-46.37448952833195,med
48840,ee5f8b9477ac498e1180a64113c9f27c,72876,valparaiso de goias,GO,86.0,-16.067795696951773,-47.97238787911786,med
55811,5ebf36a0459a0403b8f6576b2a241e33,39804,teofilo otoni,MG,69.9,-17.85563237928638,-41.51569800863798,med
61783,e0e0944c312d5945504874411a6a5f3f,29310,cachoeiro de itapemirim,ES,59.9,-20.83559813125429,-41.12323854343728,med
32624,6cfbad53d4f179f70fa6016ae164296e,6867,itapecerica da serra,SP,124.0,-23.75419499999998,-46.80973830999994,med
54253,2c7dc2d77f266837205c84e3e91e8449,14806,araraquara,SP,74.9,-21.75910441993188,-48.16642293075191,med
37606,0623a77ecb65c1c973663a3a4aedff8f,70272,brasilia,DF,110.0,-15.822586229248806,-47.90402334826496,med
62589,5dac8a6c162461827a75f470090ac4ac,21931,rio de janeiro,RJ,59.8,-22.805776179896323,-43.20393517954484,med
43576,caa717bed0bd136cb1ef7050c35c444d,28910,cabo frio,RJ,99.0,-22.886163328742256,-42.03699663694185,med
46623,cfe31dd0d736bb373e0cf91c58dbafbd,9820,sao bernardo do campo,SP,89.9,-23.74605952510253,-46.55042958090485,med
61977,9c84e5193d6ee59b3870e0e4e3a2dad8,1005,sao paulo,SP,59.9,-23.549819091869107,-46.63560588995324,med
51429,b0c4d159d144823807e39529959ea76f,41337,salvador,BA,79.9,-12.900693384728598,-38.35737489770007,med
37364,3efe4df288340c55425041192e0badf1,14402,franca,SP,110.32,-20.5251219370028,-47.35986351634621,med
50572,c334e12e465f4ede93b497d45f6c8861,27259,volta redonda,RJ,79.99,-22.522751541786587,-44.09627072579372,med
49774,5e67d554b45c2c663b3556df2d8cecae,72320,brasilia,DF,84.0,-15.859287000000004,-48.07096649999999,med
38508,4c4c121132c4347c450f800177cc47b3,85980,guaira,PR,109.9,-24.085551215965108,-54.2456640799958,med
61731,55eaf3da785fec4d33cd70063e691bef,36675,sao domingos,MG,59.9,-21.680366033343244,-42.78110479182775,med
50077,4612b0f777ec70e3b56ab74ef62dd2e8,17052,bauru,SP,82.9,-22.333806,-49.0911435,med
61860,711f2abc1f74c977b64fb9320ff5bc64,83050,sao jose dos pinhais,PR,59.9,-25.497589516673177,-49.18687479711266,med
57359,d7827cab7ba2fb2de1ffe346e362971e,63660,taua,CE,69.45,-6.0172220521563125,-40.295587545674586,med
39909,77d6cd89498a8cd9762daa48e8e8b797,85640,ampere,PR,104.99,-25.90304171673461,-53.46746806886998,med
50155,871ca3b66113e2831103e55c820e3472,5069,sao paulo,SP,82.0,-23.514008752149586,-46.7091487142651,med
56907,f1f8ad5c7bc6aa7f3e13501180c73ff7,78088,cuiaba,MT,69.9,-15.629663558124095,-56.01725427665138,med
40176,790d0baf6bcaa1d71260cac5d1149ad4,40735,salvador,BA,104.0,-12.87067731090273,-38.47168206798466,med
53775,501f58a3186cef799338c598fea3ce1d,91120,porto alegre,RS,75.0,-29.980257317790983,-51.13296840354325,med
59177,d36404b1339bbf652263cd7743554493,71660,brasilia,DF,64.99,-15.84440608159733,-47.84740208436729,med
43401,e5f42d1b1edc12b0594b446a57e35d5b,14795,colombia,SP,99.0,-20.179291836187755,-48.685766237155065,med
43146,f0b376c0ba5bbcb99769469bc9e193f6,12955,bom jesus dos perdoes,SP,99.0,-23.115438,-46.48591350000001,med
44010,4c9f7850ecd8952525191c444fe9079a,35900,itabira,MG,98.0,-19.63165621067063,-43.212335433135365,med
55201,62387a0b1a55ae92bd2786f098ae526a,84300,tibagi,PR,70.0,-24.51587000958706,-50.40924472841926,med
38266,67eac55ee0b132da77f6b46e9f58c32d,83860,pien,PR,109.9,-26.09951042219324,-49.43039517089023,med
41401,5b143240c381316b9b1dc332176b4a71,36157,piau,MG,99.99,-21.509210218328228,-43.32506142162322,med
33351,7c850f9150b71f11b92bfdabfdd3d30b,48780,biritinga,BA,120.0,-11.61500057411008,-38.80774752856322,med
56501,90c066c2bf4b7db62318ace373c8387f,12120,tremembe,SP,69.9,-22.96042599570272,-45.55027479123935,med
63422,9aadb05aceef3671ab1ac129837e6a19,37150,carmo do rio claro,MG,58.9,-20.9776309991497,-46.11931317533268,med
46995,3595d21a3d79ff7a508581144acf0ed9,6020,osasco,SP,89.9,-23.53538565178984,-46.76092361691542,med
50791,fcdeb874d4198f4906cbdc97ed06b741,9051,santo andre,SP,79.99,-23.68154367287679,-46.54860292461662,med
61828,4184ad10db5291e0ecf30e411804d1a0,68515,parauapebas,PA,59.9,-6.0858180000000015,-49.89855149999999,med
63455,3602e0472e2ec22ab176b0b211e7c306,90440,porto alegre,RS,58.9,-30.018945290034058,-51.19805308050081,med
55264,bf1b0f46fcc225bb6d6d512f9727d564,21011,rio de janeiro,RJ,70.0,-22.824625169311496,-43.28779784416291,med
46407,53ce59821e6c5041654f61c58e99bcc2,8080,sao paulo,SP,89.98,-23.484915471002324,-46.43150265889548,med
34564,b8c64934a84e5ac575aaf1c5d50f340e,19800,assis,SP,119.9,-22.66791333527613,-50.41920174522468,med
49388,fb8d2b3c452a3d6f3f371219f636bb31,86200,ibipora,PR,84.99,-23.26606188021142,-51.051074898377856,med
46161,1b587ef20418f6cc5a215b80877f3566,35790,curvelo,MG,89.99,-18.744756956577486,-44.45041862816433,med
42063,4614fee469e2e0295a27cef0bfb724f7,99145,coxilha,RS,99.9,-28.12613030515086,-52.29680270599385,med
46424,6ced24aed2a6671127ffe65d47ac467a,36420,ouro branco,MG,89.97,-20.532664687290943,-43.71623161225068,med
32968,d8d0db2e59c48dec4d157a06ebba01ef,87045,maringa,PR,122.99,-23.42831529103202,-51.89302878219085,med
58791,4e676ce75406017793289779b73282cd,4862,sao paulo,SP,65.5,-23.76273601806428,-46.700452175653766,med
57115,bcaedda052fc72c42f55dd7c28b4b38e,36888,muriae,MG,69.9,-21.118499256448757,-42.38232130252754,med
53048,9960dc77a3a6dae290b423bc3c897aae,5437,sao paulo,SP,78.0,-23.544238839886454,-46.693844660113534,med
37669,41b655853debeb4ffdaa237325f1fe8e,3363,sao paulo,SP,110.0,-23.56109093672453,-46.53888007660566,med
50317,beca2821780faafad2c747f13e41227c,13504,rio claro,SP,81.0,-22.38438072912452,-47.586364840844695,med
34658,2171c5c7c1fd7429ccca74054e7d3cb3,13330,indaiatuba,SP,119.9,-23.089034640573622,-47.21441923786709,med
55271,ba5c66b18baf3ee85251b1890b6cc2e5,13855,mogi-guacu,SP,70.0,-22.29375183275978,-47.13144506362861,med
47012,8aee609d11c76268f44a808449d02709,22061,rio de janeiro,RJ,89.9,-22.97590551067581,-43.18963171717928,med
60641,c8739439502c8d2219ee81f198ad5a1d,74180,goiania,GO,59.99,-16.670191655090733,-49.24713158334571,med
37326,083a9204d6e29494f405991085bacfc2,95177,farroupilha,RS,110.32,-29.219357955038785,-51.3337069852712,med
41890,05c400a7bfd72c61f0eff35fd338baa4,35300,caratinga,MG,99.9,-19.79022694508355,-42.14210229958086,med
56836,0f4ca3957391f0293d4d691029e52225,8761,mogi das cruzes,SP,69.9,-23.56100914393621,-46.22081126261158,med
47182,d5dda4b4a4ac3dfcd42cb5bd41ea3ea3,89610,herval d'oeste,SC,89.9,-27.17195603801515,-51.49352558295913,med
37346,1a0ed4f256ca13df48093fcc7f733be8,5712,sao paulo,SP,110.32,-23.621218014623533,-46.730938112555634,med
53656,c128bbc211115b772a1377ae395e043c,93220,sapucaia do sul,RS,75.5,-29.83400066105778,-51.15660258374496,med
43688,b690f5a1ad0e3276e0909094a2edc2c1,13295,itupeva,SP,98.99,-23.15915219401001,-47.05820782584106,med
47521,ac95e1a03943d13b3a18952c4dcb3166,78115,varzea grande,MT,89.9,-15.630736612778891,-56.10919862888316,med
36432,2c5dbd28dd423544b1194ed09096cb4d,28908,cabo frio,RJ,115.0,-22.918600080765664,-42.03848119319952,med
35769,8857cd355404ccff2e66a3d17450febd,37527,conceicao das pedras,MG,117.8,-22.16155355957101,-45.45475276052432,med
57211,0e1d41bfd37919f2c7ffcc9ee5be2ddf,88330,balneario camboriu,SC,69.9,-26.999696999999948,-48.63513949999995,med
56083,4e23b7b1664666d34eccb46b5c082164,86080,londrina,PR,69.9,-23.28193075133742,-51.18000242096855,med
42035,34ad9e92831aebbc98356a8f93a49f97,64002,teresina,PI,99.9,-5.077309047100612,-42.811760520500144,med
61068,271ec2410ab588a07c8aed43957935af,20230,rio de janeiro,RJ,59.9,-22.908714883432378,-43.193807831813686,med
36339,dfce961e8a71f5cc6fe22ce68bf5be89,64465,lagoinha do piaui,PI,115.0,-5.833237787328495,-42.633322625198936,med
34392,59f85d28be94b3580030d3ee7eed4aae,6321,carapicuiba,SP,119.9,-23.54219770373341,-46.82758557331966,med
47011,d485dc827231219db5356c20c502be6c,6859,itapecerica da serra,SP,89.9,-23.71938727401964,-46.84252095196072,med
41633,1c1af88994e4c789f4bed27146e22de2,96745,charqueadas,RS,99.9,-29.958258025790258,-51.63574944196452,med
57492,031cbbcf2be8c834d2d5d25d3ee49926,40050,salvador,BA,69.0,-12.972417660225032,-38.504379857917485,med
33192,6409bccd4062c7105e9fd94c9a72082c,13214,jundiai,SP,120.5,-23.148804478137823,-46.92948882832884,med
